Video_ID,Thumbnail_URL,Video_Title,User_Comment,Likes,Sentiment_Score,Clickbait_Label
VID185,https://img.youtube.com/vi/VID185/maxresdefault.jpg,How to Get a Million Views on YouTube,The video does not match the thumbnail at all.,129,-0.75,1
VID186,https://img.youtube.com/vi/VID186/maxresdefault.jpg,How to Get a Million Views on YouTube,"Real value in this video, thumbnail is genuine.",46,0.7,0
VID187,https://img.youtube.com/vi/VID187/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,Thumbnails are just misleading to get views.,71,-0.8,1
VID188,https://img.youtube.com/vi/VID188/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Informative video, no misleading here.",65,0.75,0
VID189,https://img.youtube.com/vi/VID189/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"Total clickbait, dislike and report.",115,-0.75,1
VID190,https://img.youtube.com/vi/VID190/maxresdefault.jpg,How to Get a Million Views on YouTube,"Clear and honest video, no false thumbnails.",41,0.75,0
VID191,https://img.youtube.com/vi/VID191/maxresdefault.jpg,Unbelievable Trick to Make Money!,The video does not match the thumbnail at all.,86,-0.8,1
VID192,https://img.youtube.com/vi/VID192/maxresdefault.jpg,Discover Hidden Gems in Your City,"Helpful tutorial, just as promised.",92,0.6,0
VID193,https://img.youtube.com/vi/VID193/maxresdefault.jpg,Breaking News! You Won't Believe This,This video is completely misleading!,137,-0.6,1
VID194,https://img.youtube.com/vi/VID194/maxresdefault.jpg,Breaking News! You Won't Believe This,"Great video, just like the thumbnail shows!",120,0.75,0
VID195,https://img.youtube.com/vi/VID195/maxresdefault.jpg,The Best Life Hacks for 2025!,"Total clickbait, dislike and report.",109,-0.7,1
VID196,https://img.youtube.com/vi/VID196/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Great content, good representation in the thumbnail.",137,0.85,0
VID197,https://img.youtube.com/vi/VID197/maxresdefault.jpg,The Best Life Hacks for 2025!,Thumbnails are just misleading to get views.,59,-0.8,1
VID198,https://img.youtube.com/vi/VID198/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Well done, accurate thumbnail!",140,0.85,0
VID199,https://img.youtube.com/vi/VID199/maxresdefault.jpg,Breaking News! You Won't Believe This,False advertising with that thumbnail. Fake content.,108,-0.8,1
VID200,https://img.youtube.com/vi/VID200/maxresdefault.jpg,How to Get a Million Views on YouTube,"Great content, good representation in the thumbnail.",130,0.7,0
VID201,https://img.youtube.com/vi/VID201/maxresdefault.jpg,Unbelievable Trick to Make Money!,This video is completely misleading!,92,-0.85,1
VID202,https://img.youtube.com/vi/VID202/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Real value in this video, thumbnail is genuine.",129,0.85,0
VID203,https://img.youtube.com/vi/VID203/maxresdefault.jpg,Unmasking the Truth About Diets,"Wasted my time, the thumbnail is a lie.",129,-0.85,1
VID204,https://img.youtube.com/vi/VID204/maxresdefault.jpg,Breaking News! You Won't Believe This,"No clickbait, just quality information.",61,0.6,0
VID205,https://img.youtube.com/vi/VID205/maxresdefault.jpg,Breaking News! You Won't Believe This,Clickbait! The thumbnail is far from what was in the video.,64,-0.7,1
VID206,https://img.youtube.com/vi/VID206/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Exactly what I was looking for, the thumbnail is accurate.",78,0.6,0
VID207,https://img.youtube.com/vi/VID207/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Wasted my time, the thumbnail is a lie.",105,-0.85,1
VID208,https://img.youtube.com/vi/VID208/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Great content, good representation in the thumbnail.",32,0.6,0
VID209,https://img.youtube.com/vi/VID209/maxresdefault.jpg,The Best Life Hacks for 2025!,"Thumbnail is fake, the video is boring.",83,-0.8,1
VID210,https://img.youtube.com/vi/VID210/maxresdefault.jpg,Unmasking the Truth About Diets,"Real value in this video, thumbnail is genuine.",141,0.8,0
VID211,https://img.youtube.com/vi/VID211/maxresdefault.jpg,Breaking News! You Won't Believe This,Clickbait! The thumbnail is far from what was in the video.,51,-0.7,1
VID212,https://img.youtube.com/vi/VID212/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Clear and honest video, no false thumbnails.",138,0.8,0
VID213,https://img.youtube.com/vi/VID213/maxresdefault.jpg,Breaking News! You Won't Believe This,"Total clickbait, dislike and report.",47,-0.6,1
VID214,https://img.youtube.com/vi/VID214/maxresdefault.jpg,The Best Life Hacks for 2025!,"Clear and honest video, no false thumbnails.",116,0.85,0
VID215,https://img.youtube.com/vi/VID215/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,Clickbait! The thumbnail is far from what was in the video.,107,-0.6,1
VID216,https://img.youtube.com/vi/VID216/maxresdefault.jpg,How to Get a Million Views on YouTube,Good content! Matches the title and thumbnail perfectly.,47,0.85,0
VID217,https://img.youtube.com/vi/VID217/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"Total clickbait, dislike and report.",133,-0.6,1
VID218,https://img.youtube.com/vi/VID218/maxresdefault.jpg,How to Get a Million Views on YouTube,"Informative video, no misleading here.",77,0.75,0
VID219,https://img.youtube.com/vi/VID219/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"Wasted my time, the thumbnail is a lie.",82,-0.7,1
VID220,https://img.youtube.com/vi/VID220/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,Good content! Matches the title and thumbnail perfectly.,109,0.8,0
VID221,https://img.youtube.com/vi/VID221/maxresdefault.jpg,Unmasking the Truth About Diets,This video is completely misleading!,112,-0.6,1
VID222,https://img.youtube.com/vi/VID222/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"Well done, accurate thumbnail!",38,0.8,0
VID223,https://img.youtube.com/vi/VID223/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Thumbnail is fake, the video is boring.",92,-0.6,1
VID224,https://img.youtube.com/vi/VID224/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Helpful tutorial, just as promised.",95,0.7,0
VID225,https://img.youtube.com/vi/VID225/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"Nothing like the thumbnail, this is total clickbait.",48,-0.8,1
VID226,https://img.youtube.com/vi/VID226/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,Good content! Matches the title and thumbnail perfectly.,59,0.6,0
VID227,https://img.youtube.com/vi/VID227/maxresdefault.jpg,Breaking News! You Won't Believe This,"Thumbnail is fake, the video is boring.",57,-0.7,1
VID228,https://img.youtube.com/vi/VID228/maxresdefault.jpg,Unmasking the Truth About Diets,"Great content, good representation in the thumbnail.",60,0.8,0
VID229,https://img.youtube.com/vi/VID229/maxresdefault.jpg,The Best Life Hacks for 2025!,This video is completely misleading!,34,-0.85,1
VID230,https://img.youtube.com/vi/VID230/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Informative video, no misleading here.",80,0.85,0
VID231,https://img.youtube.com/vi/VID231/maxresdefault.jpg,Discover Hidden Gems in Your City,I was expecting something else based on the thumbnail.,51,-0.75,1
VID232,https://img.youtube.com/vi/VID232/maxresdefault.jpg,Discover Hidden Gems in Your City,"Great content, good representation in the thumbnail.",76,0.6,0
VID233,https://img.youtube.com/vi/VID233/maxresdefault.jpg,The Best Life Hacks for 2025!,False advertising with that thumbnail. Fake content.,51,-0.75,1
VID234,https://img.youtube.com/vi/VID234/maxresdefault.jpg,The Best Life Hacks for 2025!,Good content! Matches the title and thumbnail perfectly.,97,0.8,0
VID235,https://img.youtube.com/vi/VID235/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Thumbnail is fake, the video is boring.",103,-0.85,1
VID236,https://img.youtube.com/vi/VID236/maxresdefault.jpg,Breaking News! You Won't Believe This,"Well done, accurate thumbnail!",58,0.85,0
VID237,https://img.youtube.com/vi/VID237/maxresdefault.jpg,How to Get a Million Views on YouTube,"Wasted my time, the thumbnail is a lie.",112,-0.7,1
VID238,https://img.youtube.com/vi/VID238/maxresdefault.jpg,Discover Hidden Gems in Your City,"Clear and honest video, no false thumbnails.",34,0.6,0
VID239,https://img.youtube.com/vi/VID239/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Wasted my time, the thumbnail is a lie.",47,-0.85,1
VID240,https://img.youtube.com/vi/VID240/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"No clickbait, just quality information.",73,0.75,0
VID241,https://img.youtube.com/vi/VID241/maxresdefault.jpg,Unmasking the Truth About Diets,I was expecting something else based on the thumbnail.,43,-0.75,1
VID242,https://img.youtube.com/vi/VID242/maxresdefault.jpg,How to Get a Million Views on YouTube,"Clear and honest video, no false thumbnails.",104,0.6,0
VID243,https://img.youtube.com/vi/VID243/maxresdefault.jpg,Breaking News! You Won't Believe This,"Nothing like the thumbnail, this is total clickbait.",95,-0.8,1
VID244,https://img.youtube.com/vi/VID244/maxresdefault.jpg,Discover Hidden Gems in Your City,"No clickbait, just quality information.",76,0.85,0
VID245,https://img.youtube.com/vi/VID245/maxresdefault.jpg,The Best Life Hacks for 2025!,This video is completely misleading!,75,-0.75,1
VID246,https://img.youtube.com/vi/VID246/maxresdefault.jpg,Breaking News! You Won't Believe This,"Helpful tutorial, just as promised.",148,0.75,0
VID247,https://img.youtube.com/vi/VID247/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,I was expecting something else based on the thumbnail.,119,-0.75,1
VID248,https://img.youtube.com/vi/VID248/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"Exactly what I was looking for, the thumbnail is accurate.",116,0.7,0
VID249,https://img.youtube.com/vi/VID249/maxresdefault.jpg,How to Get a Million Views on YouTube,This video is completely misleading!,137,-0.8,1
VID250,https://img.youtube.com/vi/VID250/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Well done, accurate thumbnail!",58,0.7,0
VID251,https://img.youtube.com/vi/VID251/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Thumbnail is fake, the video is boring.",37,-0.7,1
VID252,https://img.youtube.com/vi/VID252/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Informative video, no misleading here.",70,0.7,0
VID253,https://img.youtube.com/vi/VID253/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,Clickbait! The thumbnail is far from what was in the video.,42,-0.7,1
VID254,https://img.youtube.com/vi/VID254/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Informative video, no misleading here.",67,0.6,0
VID255,https://img.youtube.com/vi/VID255/maxresdefault.jpg,The Best Life Hacks for 2025!,"Wasted my time, the thumbnail is a lie.",136,-0.7,1
VID256,https://img.youtube.com/vi/VID256/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"Helpful tutorial, just as promised.",123,0.6,0
VID257,https://img.youtube.com/vi/VID257/maxresdefault.jpg,Unmasking the Truth About Diets,"Total clickbait, dislike and report.",102,-0.7,1
VID258,https://img.youtube.com/vi/VID258/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Great video, just like the thumbnail shows!",68,0.7,0
VID259,https://img.youtube.com/vi/VID259/maxresdefault.jpg,Breaking News! You Won't Believe This,"Nothing like the thumbnail, this is total clickbait.",62,-0.6,1
VID260,https://img.youtube.com/vi/VID260/maxresdefault.jpg,Breaking News! You Won't Believe This,"Great content, good representation in the thumbnail.",45,0.6,0
VID261,https://img.youtube.com/vi/VID261/maxresdefault.jpg,The Best Life Hacks for 2025!,Clickbait! The thumbnail is far from what was in the video.,52,-0.75,1
VID262,https://img.youtube.com/vi/VID262/maxresdefault.jpg,Breaking News! You Won't Believe This,"Great content, good representation in the thumbnail.",87,0.85,0
VID263,https://img.youtube.com/vi/VID263/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,Clickbait! The thumbnail is far from what was in the video.,99,-0.6,1
VID264,https://img.youtube.com/vi/VID264/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Well done, accurate thumbnail!",90,0.6,0
VID265,https://img.youtube.com/vi/VID265/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"Nothing like the thumbnail, this is total clickbait.",43,-0.6,1
VID266,https://img.youtube.com/vi/VID266/maxresdefault.jpg,Unbelievable Trick to Make Money!,"No clickbait, just quality information.",66,0.7,0
VID267,https://img.youtube.com/vi/VID267/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Nothing like the thumbnail, this is total clickbait.",78,-0.85,1
VID268,https://img.youtube.com/vi/VID268/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"Well done, accurate thumbnail!",120,0.75,0
VID269,https://img.youtube.com/vi/VID269/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Nothing like the thumbnail, this is total clickbait.",126,-0.85,1
VID270,https://img.youtube.com/vi/VID270/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"Well done, accurate thumbnail!",32,0.7,0
VID271,https://img.youtube.com/vi/VID271/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,I was expecting something else based on the thumbnail.,51,-0.85,1
VID272,https://img.youtube.com/vi/VID272/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Exactly what I was looking for, the thumbnail is accurate.",135,0.7,0
VID273,https://img.youtube.com/vi/VID273/maxresdefault.jpg,Unmasking the Truth About Diets,"Wasted my time, the thumbnail is a lie.",111,-0.8,1
VID274,https://img.youtube.com/vi/VID274/maxresdefault.jpg,Discover Hidden Gems in Your City,"Exactly what I was looking for, the thumbnail is accurate.",82,0.85,0
VID275,https://img.youtube.com/vi/VID275/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,Thumbnails are just misleading to get views.,135,-0.8,1
VID276,https://img.youtube.com/vi/VID276/maxresdefault.jpg,Breaking News! You Won't Believe This,"Helpful tutorial, just as promised.",100,0.7,0
VID277,https://img.youtube.com/vi/VID277/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,I was expecting something else based on the thumbnail.,75,-0.75,1
VID278,https://img.youtube.com/vi/VID278/maxresdefault.jpg,How to Get a Million Views on YouTube,Good content! Matches the title and thumbnail perfectly.,112,0.8,0
VID279,https://img.youtube.com/vi/VID279/maxresdefault.jpg,Unbelievable Trick to Make Money!,False advertising with that thumbnail. Fake content.,130,-0.8,1
VID280,https://img.youtube.com/vi/VID280/maxresdefault.jpg,Discover Hidden Gems in Your City,"Well done, accurate thumbnail!",114,0.7,0
VID281,https://img.youtube.com/vi/VID281/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Thumbnail is fake, the video is boring.",114,-0.75,1
VID282,https://img.youtube.com/vi/VID282/maxresdefault.jpg,Breaking News! You Won't Believe This,Good content! Matches the title and thumbnail perfectly.,63,0.8,0
VID283,https://img.youtube.com/vi/VID283/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"Nothing like the thumbnail, this is total clickbait.",67,-0.8,1
VID284,https://img.youtube.com/vi/VID284/maxresdefault.jpg,Unmasking the Truth About Diets,"Well done, accurate thumbnail!",37,0.85,0
VID285,https://img.youtube.com/vi/VID285/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,False advertising with that thumbnail. Fake content.,63,-0.8,1
VID286,https://img.youtube.com/vi/VID286/maxresdefault.jpg,Discover Hidden Gems in Your City,"No clickbait, just quality information.",61,0.7,0
VID287,https://img.youtube.com/vi/VID287/maxresdefault.jpg,How to Get a Million Views on YouTube,The video does not match the thumbnail at all.,125,-0.85,1
VID288,https://img.youtube.com/vi/VID288/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Exactly what I was looking for, the thumbnail is accurate.",134,0.7,0
VID289,https://img.youtube.com/vi/VID289/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Total clickbait, dislike and report.",34,-0.7,1
VID290,https://img.youtube.com/vi/VID290/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"No clickbait, just quality information.",112,0.85,0
VID291,https://img.youtube.com/vi/VID291/maxresdefault.jpg,Breaking News! You Won't Believe This,I was expecting something else based on the thumbnail.,128,-0.75,1
VID292,https://img.youtube.com/vi/VID292/maxresdefault.jpg,Discover Hidden Gems in Your City,"Exactly what I was looking for, the thumbnail is accurate.",74,0.7,0
VID293,https://img.youtube.com/vi/VID293/maxresdefault.jpg,How to Get a Million Views on YouTube,"Wasted my time, the thumbnail is a lie.",64,-0.85,1
VID294,https://img.youtube.com/vi/VID294/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"No clickbait, just quality information.",148,0.7,0
VID295,https://img.youtube.com/vi/VID295/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Nothing like the thumbnail, this is total clickbait.",146,-0.6,1
VID296,https://img.youtube.com/vi/VID296/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Well done, accurate thumbnail!",63,0.85,0
VID297,https://img.youtube.com/vi/VID297/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Total clickbait, dislike and report.",45,-0.6,1
VID298,https://img.youtube.com/vi/VID298/maxresdefault.jpg,Unmasking the Truth About Diets,"Informative video, no misleading here.",55,0.75,0
VID299,https://img.youtube.com/vi/VID299/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,The video does not match the thumbnail at all.,70,-0.7,1
VID300,https://img.youtube.com/vi/VID300/maxresdefault.jpg,Unmasking the Truth About Diets,"Clear and honest video, no false thumbnails.",75,0.8,0
VID301,https://img.youtube.com/vi/VID301/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,This video is completely misleading!,31,-0.7,1
VID302,https://img.youtube.com/vi/VID302/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,Good content! Matches the title and thumbnail perfectly.,59,0.8,0
VID303,https://img.youtube.com/vi/VID303/maxresdefault.jpg,How to Get a Million Views on YouTube,Thumbnails are just misleading to get views.,32,-0.75,1
VID304,https://img.youtube.com/vi/VID304/maxresdefault.jpg,Discover Hidden Gems in Your City,"Clear and honest video, no false thumbnails.",98,0.7,0
VID305,https://img.youtube.com/vi/VID305/maxresdefault.jpg,Unmasking the Truth About Diets,"Thumbnail is fake, the video is boring.",120,-0.75,1
VID306,https://img.youtube.com/vi/VID306/maxresdefault.jpg,Unbelievable Trick to Make Money!,Good content! Matches the title and thumbnail perfectly.,106,0.85,0
VID307,https://img.youtube.com/vi/VID307/maxresdefault.jpg,Unbelievable Trick to Make Money!,False advertising with that thumbnail. Fake content.,149,-0.8,1
VID308,https://img.youtube.com/vi/VID308/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"Clear and honest video, no false thumbnails.",131,0.6,0
VID309,https://img.youtube.com/vi/VID309/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,This video is completely misleading!,107,-0.8,1
VID310,https://img.youtube.com/vi/VID310/maxresdefault.jpg,Unbelievable Trick to Make Money!,"No clickbait, just quality information.",120,0.85,0
VID311,https://img.youtube.com/vi/VID311/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,This video is completely misleading!,143,-0.8,1
VID312,https://img.youtube.com/vi/VID312/maxresdefault.jpg,Breaking News! You Won't Believe This,"Clear and honest video, no false thumbnails.",112,0.85,0
VID313,https://img.youtube.com/vi/VID313/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Wasted my time, the thumbnail is a lie.",104,-0.6,1
VID314,https://img.youtube.com/vi/VID314/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,Good content! Matches the title and thumbnail perfectly.,138,0.85,0
VID315,https://img.youtube.com/vi/VID315/maxresdefault.jpg,How to Get a Million Views on YouTube,False advertising with that thumbnail. Fake content.,148,-0.75,1
VID316,https://img.youtube.com/vi/VID316/maxresdefault.jpg,The Best Life Hacks for 2025!,"Well done, accurate thumbnail!",132,0.8,0
VID317,https://img.youtube.com/vi/VID317/maxresdefault.jpg,Unbelievable Trick to Make Money!,This video is completely misleading!,106,-0.8,1
VID318,https://img.youtube.com/vi/VID318/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"Great content, good representation in the thumbnail.",95,0.6,0
VID319,https://img.youtube.com/vi/VID319/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Total clickbait, dislike and report.",133,-0.6,1
VID320,https://img.youtube.com/vi/VID320/maxresdefault.jpg,Unbelievable Trick to Make Money!,"No clickbait, just quality information.",147,0.6,0
VID321,https://img.youtube.com/vi/VID321/maxresdefault.jpg,How to Get a Million Views on YouTube,The video does not match the thumbnail at all.,40,-0.75,1
VID322,https://img.youtube.com/vi/VID322/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"No clickbait, just quality information.",137,0.7,0
VID323,https://img.youtube.com/vi/VID323/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,This video is completely misleading!,31,-0.85,1
VID324,https://img.youtube.com/vi/VID324/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Great video, just like the thumbnail shows!",60,0.75,0
VID325,https://img.youtube.com/vi/VID325/maxresdefault.jpg,How to Get a Million Views on YouTube,False advertising with that thumbnail. Fake content.,42,-0.6,1
VID326,https://img.youtube.com/vi/VID326/maxresdefault.jpg,Unmasking the Truth About Diets,"Great video, just like the thumbnail shows!",108,0.85,0
VID327,https://img.youtube.com/vi/VID327/maxresdefault.jpg,How to Get a Million Views on YouTube,False advertising with that thumbnail. Fake content.,69,-0.7,1
VID328,https://img.youtube.com/vi/VID328/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"Great video, just like the thumbnail shows!",54,0.7,0
VID329,https://img.youtube.com/vi/VID329/maxresdefault.jpg,Breaking News! You Won't Believe This,False advertising with that thumbnail. Fake content.,134,-0.85,1
VID330,https://img.youtube.com/vi/VID330/maxresdefault.jpg,Unmasking the Truth About Diets,"Helpful tutorial, just as promised.",147,0.8,0
VID331,https://img.youtube.com/vi/VID331/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Total clickbait, dislike and report.",86,-0.85,1
VID332,https://img.youtube.com/vi/VID332/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Informative video, no misleading here.",65,0.85,0
VID333,https://img.youtube.com/vi/VID333/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,"Nothing like the thumbnail, this is total clickbait.",119,-0.75,1
VID334,https://img.youtube.com/vi/VID334/maxresdefault.jpg,Breaking News! You Won't Believe This,"Helpful tutorial, just as promised.",113,0.85,0
VID335,https://img.youtube.com/vi/VID335/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,This video is completely misleading!,51,-0.85,1
VID336,https://img.youtube.com/vi/VID336/maxresdefault.jpg,Breaking News! You Won't Believe This,"Great content, good representation in the thumbnail.",116,0.75,0
VID337,https://img.youtube.com/vi/VID337/maxresdefault.jpg,Unmasking the Truth About Diets,The video does not match the thumbnail at all.,101,-0.8,1
VID338,https://img.youtube.com/vi/VID338/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"Informative video, no misleading here.",107,0.85,0
VID339,https://img.youtube.com/vi/VID339/maxresdefault.jpg,Discover Hidden Gems in Your City,"Nothing like the thumbnail, this is total clickbait.",48,-0.75,1
VID340,https://img.youtube.com/vi/VID340/maxresdefault.jpg,Discover Hidden Gems in Your City,"Helpful tutorial, just as promised.",68,0.85,0
VID341,https://img.youtube.com/vi/VID341/maxresdefault.jpg,The Best Life Hacks for 2025!,"Wasted my time, the thumbnail is a lie.",111,-0.85,1
VID342,https://img.youtube.com/vi/VID342/maxresdefault.jpg,Breaking News! You Won't Believe This,"Informative video, no misleading here.",127,0.85,0
VID343,https://img.youtube.com/vi/VID343/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Nothing like the thumbnail, this is total clickbait.",104,-0.75,1
VID344,https://img.youtube.com/vi/VID344/maxresdefault.jpg,Breaking News! You Won't Believe This,"No clickbait, just quality information.",81,0.8,0
VID345,https://img.youtube.com/vi/VID345/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"Nothing like the thumbnail, this is total clickbait.",83,-0.7,1
VID346,https://img.youtube.com/vi/VID346/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"Great content, good representation in the thumbnail.",32,0.8,0
VID347,https://img.youtube.com/vi/VID347/maxresdefault.jpg,How to Get a Million Views on YouTube,Clickbait! The thumbnail is far from what was in the video.,140,-0.6,1
VID348,https://img.youtube.com/vi/VID348/maxresdefault.jpg,How to Get a Million Views on YouTube,"Great content, good representation in the thumbnail.",80,0.75,0
VID349,https://img.youtube.com/vi/VID349/maxresdefault.jpg,Unmasking the Truth About Diets,This video is completely misleading!,37,-0.85,1
VID350,https://img.youtube.com/vi/VID350/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"No clickbait, just quality information.",40,0.75,0
VID351,https://img.youtube.com/vi/VID351/maxresdefault.jpg,How to Get a Million Views on YouTube,False advertising with that thumbnail. Fake content.,119,-0.8,1
VID352,https://img.youtube.com/vi/VID352/maxresdefault.jpg,Breaking News! You Won't Believe This,"Great video, just like the thumbnail shows!",55,0.75,0
VID353,https://img.youtube.com/vi/VID353/maxresdefault.jpg,The Best Life Hacks for 2025!,"Thumbnail is fake, the video is boring.",54,-0.85,1
VID354,https://img.youtube.com/vi/VID354/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,"No clickbait, just quality information.",35,0.8,0
VID355,https://img.youtube.com/vi/VID355/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Thumbnail is fake, the video is boring.",100,-0.85,1
VID356,https://img.youtube.com/vi/VID356/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,"Informative video, no misleading here.",150,0.6,0
VID357,https://img.youtube.com/vi/VID357/maxresdefault.jpg,Discover Hidden Gems in Your City,The video does not match the thumbnail at all.,31,-0.6,1
VID358,https://img.youtube.com/vi/VID358/maxresdefault.jpg,How to Cook Perfect Pasta Every Time,Good content! Matches the title and thumbnail perfectly.,112,0.75,0
VID359,https://img.youtube.com/vi/VID359/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,False advertising with that thumbnail. Fake content.,128,-0.75,1
VID360,https://img.youtube.com/vi/VID360/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Well done, accurate thumbnail!",30,0.7,0
VID361,https://img.youtube.com/vi/VID361/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Wasted my time, the thumbnail is a lie.",31,-0.7,1
VID362,https://img.youtube.com/vi/VID362/maxresdefault.jpg,Discover Hidden Gems in Your City,"Real value in this video, thumbnail is genuine.",118,0.6,0
VID363,https://img.youtube.com/vi/VID363/maxresdefault.jpg,Unmasking the Truth About Diets,Thumbnails are just misleading to get views.,82,-0.6,1
VID364,https://img.youtube.com/vi/VID364/maxresdefault.jpg,Breaking News! You Won't Believe This,Good content! Matches the title and thumbnail perfectly.,35,0.6,0
VID365,https://img.youtube.com/vi/VID365/maxresdefault.jpg,Learn Python in 10 Minutes – Is It Possible?,False advertising with that thumbnail. Fake content.,107,-0.75,1
VID366,https://img.youtube.com/vi/VID366/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Great video, just like the thumbnail shows!",35,0.8,0
VID367,https://img.youtube.com/vi/VID367/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,Clickbait! The thumbnail is far from what was in the video.,42,-0.6,1
VID368,https://img.youtube.com/vi/VID368/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,"Helpful tutorial, just as promised.",65,0.85,0
VID369,https://img.youtube.com/vi/VID369/maxresdefault.jpg,Top 10 Secrets You Didn't Know!,Thumbnails are just misleading to get views.,149,-0.85,1
VID370,https://img.youtube.com/vi/VID370/maxresdefault.jpg,Unbelievable Trick to Make Money!,"Real value in this video, thumbnail is genuine.",73,0.8,0
VID371,https://img.youtube.com/vi/VID371/maxresdefault.jpg,Must-Know Tips for Traveling on a Budget,Thumbnails are just misleading to get views.,103,-0.6,1
VID372,https://img.youtube.com/vi/VID372/maxresdefault.jpg,Unmasking the Truth About Diets,"Informative video, no misleading here.",61,0.8,0
